img,cls,xmin,xmax,ymin,ymax,class
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame47.txt,,480,544,189,237,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame48.txt,,480,544,189,231,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame5.txt,,472,628,124,232,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame6.txt,,445,579,160,268,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame7.txt,,435,569,172,268,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame8.txt,,434,558,179,260,-3.0
7cadb2ec9cb2e59616e76fe98e85b43c#201105051700_0_frame9.txt,,435,509,179,260,-3.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame200.txt,,109,269,1,178,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame201.txt,,109,279,1,190,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame202.txt,,125,285,2,199,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame203.txt,,178,311,1,217,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame204.txt,,189,316,2,223,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame205.txt,,189,324,2,229,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame206.txt,,204,353,24,246,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame207.txt,,208,357,30,252,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame208.txt,,209,367,34,253,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame209.txt,,215,386,53,260,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame210.txt,,224,422,85,277,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame211.txt,,227,434,94,281,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame212.txt,,236,452,105,288,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame213.txt,,247,479,125,298,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame214.txt,,257,495,134,304,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame215.txt,,268,512,145,311,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame216.txt,,273,531,149,315,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame217.txt,,305,567,161,332,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame218.txt,,314,576,165,335,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame219.txt,,333,595,166,340,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame220.txt,,338,606,169,343,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame221.txt,,385,635,163,347,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame222.txt,,408,636,182,350,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame223.txt,,418,636,197,350,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame224.txt,,462,636,220,350,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame225.txt,,488,636,224,350,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame226.txt,,506,636,228,348,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame255.txt,,522,634,254,368,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame256.txt,,509,633,242,376,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame257.txt,,505,629,237,377,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame258.txt,,495,601,246,384,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame259.txt,,471,586,260,389,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame260.txt,,464,581,268,388,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame261.txt,,451,573,289,389,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame262.txt,,421,560,300,390,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame263.txt,,411,561,300,390,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame264.txt,,403,554,300,390,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame265.txt,,392,542,301,391,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame266.txt,,367,521,309,392,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame267.txt,,355,505,305,389,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame268.txt,,346,495,308,387,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame269.txt,,337,487,308,387,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame270.txt,,330,479,305,383,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame271.txt,,325,472,304,383,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame272.txt,,282,410,296,388,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame273.txt,,274,402,293,385,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame278.txt,,159,286,227,320,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame279.txt,,149,275,226,320,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame280.txt,,142,262,225,315,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame281.txt,,115,185,225,315,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame283.txt,,10,59,182,260,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame284.txt,,11,65,182,263,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame285.txt,,11,89,182,273,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame286.txt,,10,94,182,273,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame287.txt,,16,100,183,279,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame288.txt,,15,115,184,284,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame289.txt,,36,132,188,290,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame290.txt,,52,145,188,290,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame291.txt,,59,149,182,299,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame292.txt,,58,156,177,302,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame293.txt,,57,163,172,307,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame294.txt,,50,178,162,315,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame295.txt,,45,183,152,318,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame296.txt,,41,183,149,319,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame297.txt,,34,198,143,321,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame298.txt,,35,199,137,322,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame299.txt,,36,200,134,319,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame300.txt,,36,205,131,323,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame301.txt,,36,205,125,329,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame302.txt,,29,211,107,328,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame303.txt,,29,211,99,327,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame304.txt,,31,213,95,328,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame305.txt,,49,223,86,324,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame306.txt,,56,224,84,327,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame307.txt,,70,226,84,327,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame308.txt,,92,228,77,333,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame309.txt,,92,228,77,333,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame310.txt,,101,233,80,332,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame311.txt,,82,243,78,324,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame312.txt,,83,247,78,324,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame313.txt,,81,251,86,327,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame314.txt,,81,257,86,333,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame315.txt,,81,257,86,333,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame316.txt,,92,272,94,341,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame317.txt,,91,277,94,341,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame318.txt,,109,287,89,336,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame319.txt,,109,287,89,336,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame320.txt,,595,633,74,128,3.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame320.txt,,125,300,79,340,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame321.txt,,125,300,79,340,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame322.txt,,587,633,66,119,3.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame322.txt,,133,308,71,344,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame323.txt,,142,312,71,350,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame324.txt,,142,312,71,350,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame325.txt,,558,634,46,98,3.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame325.txt,,147,317,71,351,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame326.txt,,545,631,39,93,3.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame326.txt,,155,322,79,359,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame327.txt,,527,617,21,80,3.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame327.txt,,171,334,104,371,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame328.txt,,523,613,17,76,3.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame328.txt,,188,352,107,371,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame329.txt,,515,605,12,71,3.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame329.txt,,200,364,109,374,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame330.txt,,205,352,119,369,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame331.txt,,221,352,146,358,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame332.txt,,226,350,150,357,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame333.txt,,239,345,167,356,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame334.txt,,244,340,181,355,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame335.txt,,255,339,173,353,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame336.txt,,269,351,125,350,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame337.txt,,279,366,127,353,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame338.txt,,275,365,131,365,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame339.txt,,273,356,129,368,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame340.txt,,275,339,134,373,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame341.txt,,266,326,137,376,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame342.txt,,272,324,140,376,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame343.txt,,255,330,126,366,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame344.txt,,255,339,126,366,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame345.txt,,255,338,135,354,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame346.txt,,255,338,135,354,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame347.txt,,249,344,135,354,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame348.txt,,243,341,134,348,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame349.txt,,285,343,139,353,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame350.txt,,295,353,137,351,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame351.txt,,295,353,137,351,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame352.txt,,291,365,142,356,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame353.txt,,286,371,143,357,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame354.txt,,285,359,167,365,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame355.txt,,288,364,165,362,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame356.txt,,288,364,165,362,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame357.txt,,296,372,170,368,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame358.txt,,302,378,170,368,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame359.txt,,302,378,170,368,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame360.txt,,316,392,170,368,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame361.txt,,324,400,182,371,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame362.txt,,324,400,182,371,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame363.txt,,316,410,188,377,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame364.txt,,316,410,188,377,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame365.txt,,347,421,206,383,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame366.txt,,352,426,216,386,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame367.txt,,362,436,215,392,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame368.txt,,361,437,205,391,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame369.txt,,355,441,200,402,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame370.txt,,355,441,200,402,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame371.txt,,387,451,206,407,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame372.txt,,406,458,206,408,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame373.txt,,405,463,206,408,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame374.txt,,408,468,215,412,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame375.txt,,408,473,215,412,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame375.txt,,479,545,288,342,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame376.txt,,408,473,221,412,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame376.txt,,479,545,288,342,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame377.txt,,428,492,238,400,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame377.txt,,495,561,282,336,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame378.txt,,443,494,253,395,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame378.txt,,499,565,282,336,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame379.txt,,447,498,263,393,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame379.txt,,506,572,282,336,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame382.txt,,538,606,278,338,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame383.txt,,538,610,278,338,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame384.txt,,538,618,275,338,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame384.txt,,435,533,285,423,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame385.txt,,548,632,272,338,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame385.txt,,435,533,285,423,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame386.txt,,559,633,272,339,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame386.txt,,431,541,285,423,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame387.txt,,565,632,272,339,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame387.txt,,431,541,285,423,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame388.txt,,573,632,275,341,-4.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame388.txt,,430,550,280,419,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame389.txt,,430,550,280,419,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame390.txt,,430,550,280,419,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame391.txt,,435,539,272,407,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame392.txt,,436,528,272,406,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame393.txt,,440,525,272,407,0.0
8c1a070baba446762959a70682158553#201206061330_s1_8_frame394.txt,,439,515,275,410,0.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame0.txt,,378,474,138,228,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame1.txt,,348,444,156,246,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame100.txt,,546,638,197,260,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame100.txt,,362,418,8,54,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame100.txt,,284,340,248,299,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame100.txt,,265,323,172,238,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame101.txt,,267,325,180,246,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame101.txt,,294,350,248,299,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame101.txt,,366,422,8,54,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame101.txt,,546,638,187,251,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame102.txt,,548,640,167,230,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame102.txt,,366,418,19,59,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame102.txt,,293,339,203,266,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame102.txt,,332,356,247,293,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame102.txt,,174,262,270,344,8.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame103.txt,,558,638,155,211,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame103.txt,,304,340,217,281,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame103.txt,,332,356,247,293,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame103.txt,,367,409,17,56,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame103.txt,,204,260,284,366,8.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame104.txt,,556,636,146,203,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame104.txt,,367,409,17,56,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame104.txt,,213,271,291,381,8.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame2.txt,,328,424,172,262,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame3.txt,,310,394,186,288,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame3.txt,,176,258,218,294,8.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame4.txt,,175,257,212,288,8.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame4.txt,,292,356,222,300,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame4.txt,,498,542,250,328,7.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame47.txt,,249,295,161,205,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame47.txt,,332,380,166,214,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame47.txt,,246,332,230,299,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame47.txt,,500,620,111,189,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame48.txt,,224,270,137,181,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame48.txt,,332,392,160,208,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame48.txt,,257,351,228,296,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame48.txt,,478,598,111,201,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame49.txt,,204,250,120,164,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame49.txt,,336,396,159,207,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame49.txt,,466,580,110,210,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame49.txt,,288,356,227,295,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame5.txt,,175,257,203,278,8.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame5.txt,,283,349,245,302,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame5.txt,,498,542,250,328,7.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame50.txt,,191,237,116,155,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame50.txt,,336,400,153,201,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame50.txt,,300,368,224,293,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame50.txt,,463,569,112,220,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame51.txt,,300,384,225,309,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame51.txt,,169,215,95,134,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame51.txt,,342,406,150,198,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame51.txt,,475,549,140,246,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame52.txt,,296,402,228,326,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame52.txt,,350,398,150,198,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame52.txt,,459,517,169,275,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame53.txt,,305,411,233,332,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame53.txt,,353,391,152,203,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame53.txt,,459,505,184,280,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame54.txt,,316,422,254,354,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame54.txt,,442,488,202,286,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame55.txt,,325,431,266,366,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame55.txt,,412,484,215,289,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame56.txt,,330,426,257,362,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame56.txt,,395,481,215,290,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame57.txt,,376,476,221,296,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame57.txt,,332,420,265,359,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame58.txt,,357,467,217,293,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame58.txt,,346,420,286,358,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame58.txt,,272,320,221,265,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame59.txt,,336,420,286,358,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame59.txt,,342,454,218,287,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame59.txt,,260,308,221,265,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame60.txt,,336,440,275,362,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame60.txt,,324,436,215,283,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame61.txt,,316,428,216,284,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame61.txt,,336,440,271,359,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame62.txt,,304,414,222,288,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame62.txt,,338,442,266,354,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame63.txt,,304,414,222,288,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame63.txt,,338,442,266,354,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame63.txt,,200,252,170,216,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame64.txt,,300,372,237,297,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame64.txt,,366,442,264,354,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame64.txt,,178,230,155,200,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame65.txt,,301,363,243,303,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame65.txt,,168,220,145,191,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame65.txt,,376,444,252,350,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame66.txt,,302,342,254,311,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame66.txt,,392,448,240,360,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame66.txt,,164,200,137,170,3.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame67.txt,,294,334,266,323,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame67.txt,,392,448,234,354,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame68.txt,,292,332,266,330,1.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame68.txt,,392,448,234,354,-4.0
9a6b9ffe9080ad8359f85c47ab5f2b23#201106181650_s5_1_frame69.txt,,274,340,278,342,1.0
